id,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,EXT,AGR,CON,NEG,OPE,coding,cooking,dancing,gaming,music,painting,photography,reading,sports,tech,travel,writing,age_13-18,age_18-25,age_26-30,age_31-40,age_41-50,age_60
248,1,0,0.3,0,0.410664857,6,0.898425297,0.799562342,0.275321325,0.584423294,0.746010998,0.36660509,0.567900437,0.318228412,0.652373668,0.42229101,0.119993674,0.33139032,1,1,0,0,0,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
249,1,0,0,0,0.382179422,6,0.819017935,0.609737431,0.541788515,0.592015198,0.431270802,0.362208403,0.427983943,0,0.406133668,0.914872436,0.608382088,0.851429935,1,0,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
250,1,0,0.6,0,0.438376288,6,0.492138569,0.508503892,0.629307963,0.724320402,0.627639283,0.725250722,0.827310991,0.521933359,0.417813332,0.597550245,0.332691909,0.653486029,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
251,1,0,0.4,0,0.531894966,6,0.6256405,0.791582449,0.474522177,0.58895318,0.526417831,0.848480523,0.339491075,0.683829706,0.466665709,0.619259238,0.486766286,0.374627844,1,1,0,0,0,0,0,0,0,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
252,1,1,0.8,1,0.386971508,6,0.904154291,0.62919705,0.53261292,0.277303717,0.49317735,0.570171527,0.740071348,0.432719132,0.298825339,0.789846889,0.730366707,0.233379003,0,0,0,0,1,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
253,1,1,0,1,0.521828623,6,0.239877964,0.77446778,0.531908163,0.632458693,0.763089568,0.467055329,0.798947069,0.204120937,0.374477496,0.02172381,0.100022379,0.584787189,0,0,0,0,0,0,1,0,0,1,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
254,1,1,0.1,0,0.432463873,6,0.415212686,0.933865481,0.476117777,0.582096119,0.754523896,0.603507036,0.432042837,0.617458082,0.487747938,0.640110814,0.630191425,0.868341199,0,0,0,0,0,0,0,1,0,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
255,1,0,0.2,0,0.525327591,6,0.606086909,0.34662366,0.431907382,0.387048103,0.652023391,0.723220884,0.62633392,1,0.105410883,0.535039568,0.594485377,1,1,0,0,1,1,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
256,1,0,0.3,0,0.396671129,6,0.239146499,0.466805543,0.266188603,0.501654168,0.769728041,0.417327492,0.444250038,0.552652764,0.695221852,0.705379699,0.619145453,0.553891376,1,0,0,0,0,0,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
257,1,0,0.4,0,0.422763664,6,0.444679436,0.422270798,0.144491013,0.700364102,0.604797509,0.663068137,0.589356121,0.390589246,0.43565637,0.216760328,0.195718806,1,0,0,1,0,0,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
258,0,0,0,0,0.433685763,6,0.446601405,0.804868371,0.444247428,0.661761817,0.418953619,0.459957088,0.72294023,0.069400876,0.449956492,0.47957225,0.706588265,0.26675717,0,0,0,0,0,0,1,0,0,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
259,0,0,0.6,1,0.328325795,6,0.489289668,0.579010874,0.817675388,0.663210169,0.500851574,0.310179984,0.890743514,0.34728748,0.427500784,0.625873349,0.902764609,0.654859563,0,0,0,1,0,0,1,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
260,1,0,0.5,0,0.290068695,6,0.530060898,0.635512368,0.750003926,0.583236307,0.304567199,0.595061341,0.562613642,0.426816839,0.868039881,0.644622378,0.894167392,0.203689211,1,0,0,1,0,0,0,0,0,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
261,1,1,0,0,0.439038227,6,0.527405095,0.698543494,0.72854832,0.189566621,0.757766942,0.218649344,0.547187127,0.879698639,0.698733258,0.804262883,0.460762344,0.685096648,1,0,0,0,0,0,1,0,0,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
262,0,1,0.4,0,0.520460825,6,0.799231404,0.728861651,0.255579161,0.544903573,0.748938365,0.481307554,0.364148288,0.199780167,0.594417756,0.653975493,0.462276754,0.709543952,0,0,0,0,0,1,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
263,0,0,0.4,0,0.507956314,6,0.56756478,0.615550482,0.773349069,0.665387073,0.635994071,0.751944329,0.636950192,0.640066452,0.485347551,0.515685585,0.684610537,0.580723972,1,0,0,0,0,0,0,0,0,1,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
264,0,0,0.8,0,0.452684956,6,0.740654057,0.727648086,0.617889956,0.709641366,0.902642049,0.489342255,0.746505461,0.140145353,0.828431077,0.403141,0.328784729,0.864723035,0,0,0,0,0,0,0,0,0,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
265,1,0,0.1,0,0.414158888,6,0.486377581,0.704125603,0.800390565,0.473913216,0.695206613,0.62666952,0.333764409,0.397012775,0.514603268,0.755800821,0.704739216,0.783676916,0,0,0,1,0,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
266,1,1,0.7,0,0.446614114,6,0.265286717,0.626924396,0.399360944,0.342962966,0.601048682,0.423836621,0.603396042,0.123587534,0.246464923,0.701710781,0.768347377,0.697116599,0,0,0,0,0,0,1,0,1,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
267,0,0,0.8,1,0.439842085,6,0.828280699,0.620916482,0.740474359,0.541959689,0.674838386,0.781899319,0.532972423,0.349438998,0.44686476,0.350887132,0.844755775,0.163074209,0,1,0,0,0,0,1,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
268,0,0,0.5,0,0.460994985,6,0.702520698,0.440224707,0.389808897,0.666631544,0.820305464,0.818631554,0.633147804,0.352234093,0.456990662,1,0.379774527,0.748769247,1,1,0,0,0,0,1,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
269,1,0,0.3,0,0.550298204,6,0.611296209,0.805808461,0.445925586,0.753744546,0.59824534,0.454820318,0.427741412,0.777986787,0.382088344,0.413706884,0.486315524,0.454242241,0,1,0,0,0,1,0,0,0,0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
270,0,0,0.3,0,0.372978798,6,0.533744724,0.7062196,0.799821708,0.366249881,0.681601687,0.543147925,0.552297715,0.915588469,0.775004661,0.226568296,1,0.063528291,0,0,0,0,0,0,1,0,0,1,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
271,1,0,0.2,0,0.461745246,6,0.515239935,0.394151131,0.537142192,0.346940058,0.39062848,0.535160807,0.47165309,0.291101189,0.44923083,0.741122608,0.879488626,0.804525821,0,0,1,0,0,0,0,0,1,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
272,1,0,0.2,0,0.529571489,6,0.556224665,0.775678165,0.369819583,0.653732749,0.479001458,0.348830938,0.469260027,0.772531277,0.642994711,0.485621883,0.306191034,0.972923405,0,0,0,1,1,0,1,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
273,1,0,0.4,1,0.654976101,6,0.401785384,0.711812627,0.593322561,0.655463602,0.734213616,0.75047119,0.752129176,0.402680789,0.463273875,0.781896457,0.421809438,0.48148927,0,1,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
274,0,0,0.4,0,0.44276178,6,0.391700814,0.612738901,0.659432454,0.59374807,0.750763704,0.635239618,0.515903971,0.851723425,0.309118788,0.44387526,0.646487471,0.642837002,0,0,0,1,1,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
275,1,1,0.9,0,0.514124583,6,0.691694742,0.701487234,0.696589044,0.422142045,0.600060975,0.763782823,0.358194122,0.534806483,0.475816805,0.382719924,0.47030155,0.633452201,0,0,0,0,1,0,1,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
276,1,0,0.6,0,0.375189405,6,0.382904034,0.647265764,0.891251884,0.287898788,0.65606857,0.623663219,0.516674112,0.817175985,0.537052025,0.757016462,0.451466228,0.674011942,0,0,0,1,0,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
277,0,0,0.8,1,0.413631597,6,0.610438836,0.684031126,0.572368655,0.390364411,0.630005308,0.290538507,0.832961367,0.510533259,0.297164002,0.823254955,0.283960556,0.258704698,0,0,0,0,0,0,0,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
278,0,0,0.8,0,0.462962754,6,0.57568399,0.605065748,0.13111527,0.637194122,0.801229855,0.471679441,0.603836725,0.342045654,0.758901563,0.228059061,0.414115081,0.263109101,1,0,0,0,0,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
279,1,1,0.1,0,0.348901957,6,0.621158366,0.288085828,0.734866777,0.433418302,0.818513208,0.754662167,0.522557208,0.233021068,0.781904871,0.331216292,0.487446332,1,0,0,0,0,1,0,0,0,0,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
280,0,0,0.9,0,0.317938939,6,0.573778283,0.527848793,0.52291924,0.512049556,0.770872623,0.683594521,0.537556873,0.229973288,0.610111297,0.528272343,0.903465168,0.267787183,0,0,1,0,0,0,0,0,0,1,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
281,0,0,0.5,0,0.545640221,6,1,0.728922097,0.521806348,0.906385712,0.606341454,0.73879796,0.664927671,0.259609762,0.872339497,0.786412769,0.133454623,0.128728257,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
282,0,0,0.9,0,0.270285674,6,0.504860058,0.604383035,0.424221901,0.619392264,0.635477206,0.447724782,0.567651446,0.511311215,0.948443646,0.330073553,0.495157465,0.843988133,0,1,0,1,0,0,1,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
283,1,0,0.1,0,0.461184547,6,0.593481654,0.613051465,0.43161068,0.561040179,0.702987856,0.728864961,0.532108906,0.69504356,0.377208285,0.145166253,0.52962788,0.366380897,0,0,0,1,0,0,1,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
284,1,0,0.1,0,0.337350653,6,0.30934713,0.511456672,0.348955919,0.774139866,0.551717734,0.309980277,0.365291657,0.90938941,0.986353097,0.477117112,0.364932513,0.730656436,0,1,0,0,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
285,1,0,0.6,0,0.326205968,6,0.493478322,0.540909295,0.204522331,0.546851806,0.688099858,0.440218793,0.177917522,0.746395551,0.344448853,0.221796833,0.188962513,0.680851506,1,0,0,0,1,0,0,0,0,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
286,0,0,0.4,0,0.475414902,6,0.618758312,0.579590307,0.631005135,0.582959624,0.186305303,0.293019423,0.527160473,0.602207859,0.842418352,0.70891085,0.590349942,0.610281806,0,0,0,0,0,1,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
287,0,0,0.1,1,0.423330232,6,0.577461088,0.510235886,0.926660008,0.437010715,0.853649673,0.469834715,0.559899432,0.714717363,0.728486365,0.440906376,0.289406972,0.185804835,0,0,0,0,0,1,1,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
288,1,1,0.2,0,0.412998937,6,0.828934915,0.617729582,0.016414827,0.350696855,0.562243795,0.475957298,0.714455709,0.884232345,0.350650086,0.12731367,0.562609415,0.661307628,0,0,0,0,1,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
289,0,1,0.9,0,0.572655212,6,0.645255084,0.421763295,0.412492655,0.698454561,0.69810186,0.858255459,0.662518507,0.465157771,0.405774577,0.257671772,1,0.589345675,0,0,0,0,0,0,0,0,1,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
290,1,0,0.9,1,0.332682838,6,0.645544577,0.411726348,0.56317472,0.756276441,0.48644602,0.181944109,0.671768479,0.389893943,0.607440456,0.641921552,0.386378026,0.269336228,1,0,0,0,0,1,1,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
291,1,0,0.3,0,0.512418,6,0.725095597,0.503195343,0.547197089,0.507557838,0.712536918,0.539785289,0.664754957,0.894750796,0.512977757,0.76989644,0.763604126,0.560210984,0,0,0,1,0,0,0,0,0,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
292,1,0,0.7,1,0.444856884,8,0.607230007,0.480481444,0.533212754,0.815006931,0.747439454,0.457721432,0.57920157,0.181896069,0.862129327,0.411794902,0.497622141,0.705850278,0,1,0,0,0,1,1,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
293,0,0,0.1,0,0.658211341,8,0.580770606,0.495674573,0.460892994,0.508806076,0.610632536,0.430909064,0.474247962,0.233211463,0.749771418,0.301949569,0.473188023,0.547175203,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
294,0,0,1,1,0.472097264,8,0.811960618,0.588229106,0.619255385,0.548864659,0.545388527,0.692298553,0.609765018,0.219246834,0.441899742,0.151018078,0.481027039,1,0,1,0,0,0,0,0,1,0,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
295,0,0,0.6,0,0.340648729,8,0.416749622,0.640943617,0.280076939,0.626613517,0.48969282,0.583940072,0.696993897,0.053708006,0.492238705,0.400272956,0.693397707,0.251619425,1,0,0,0,0,0,1,0,0,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
296,0,0,0.9,0,0.550552699,8,0.785269985,0.635593853,0.524186432,0.310536066,0.695782177,0.495822098,0.659751286,0.565111432,0.658641814,0.533805484,0.312756449,0.278865753,0,0,0,0,0,0,1,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
297,1,0,0.9,1,0.572064621,8,0.617113635,0.533893733,0.622159667,0.27803517,0.692139537,0.764660178,0.428575082,0.388389881,0.725626277,0.40190272,0.024096162,0.443117488,1,1,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
298,1,0,0.7,0,0.267772894,8,0.512676775,0.56657856,0.190051159,0.391655787,0.52067308,0.670863623,0.623178488,0.581292195,0.283597532,0.522259291,0.533450342,0.518349015,0,1,0,0,0,0,0,0,0,1,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
299,0,1,1,1,0.480845609,8,0.970147865,0.664554519,0.364624173,0.808007864,0.498843289,0.215796752,0.572679911,0.603025333,0.30734236,0.891199476,0.573155138,0,0,0,1,0,0,0,0,0,0,1,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
300,1,0,0.2,1,0.341838966,8,0.67201827,0.797305767,0.903014411,0.827192156,0.734970499,0.721292846,0.540910427,0,0.270776546,0.604911664,0.364700212,0.561891037,1,0,0,0,0,0,0,0,1,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
301,1,1,1,0,0.498091083,8,0.599089248,0.749108519,0.306890162,0.507447335,0.730890895,0.724085352,0.460542293,0.425215632,0.582588449,0.84649557,0.323323729,0.774599757,0,0,0,0,1,0,0,0,0,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
302,0,1,0.5,1,0.45923036,8,0.536849071,0.571685149,0.563602008,0.605250642,0.627707694,0.643005763,0.452721549,0.136548813,0.446934508,0.61397533,0.550708082,0.603410999,1,0,0,0,0,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
303,1,0,0,0,0.455300164,8,0.501308929,0.654134452,0.449887535,0.56854014,0.710887895,0.325479272,0.383900677,0,1,0.254523032,0.209048488,0,0,1,0,0,0,0,0,0,1,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
304,1,0,0.4,0,0.173306644,8,0.774383055,0.388876833,0.646050858,0,0.771046731,0.391199412,0.779307826,0.246656496,0.469515552,0.593997343,0.514113787,0.572856529,1,1,0,0,0,0,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
305,0,0,0.7,0,0.464679207,8,0.479259657,0.639988513,0.253824138,0.68238463,0.757282006,0.690444709,0.282508831,0.27852899,0.707931207,0.698204433,0.509806501,0.78416673,0,0,0,0,0,0,0,0,0,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
306,1,0,0.9,0,0.425344678,8,0.785910591,0.402535568,0.482580834,0.690537687,0.624911545,0.549672128,0.480118688,0.534336614,0.504027763,0.788828944,0.306483406,0.23196891,0,0,1,0,0,1,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
307,1,1,0.3,0,0.414565922,8,0.491700394,0.469906304,0.510439993,0.368734828,0.69346873,0.214804676,0.389936535,0.883407046,0.217301695,0.236758727,0.984025228,0.66258076,0,0,0,1,0,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
308,0,0,0,1,0.228449301,8,0.549720085,0.797453663,0.601088802,0.46319459,0.83949726,0.608798753,0.656370457,0.246492841,0.255953761,0.150081306,0.621598241,0.645810676,0,0,0,0,1,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
309,0,1,0.8,0,0.449644269,8,0.806221649,0.622407823,0.628426699,0.628316208,0.781716903,0.322519127,0.636186928,0.414420102,0.641671567,0.729374941,0.467447047,0.671011609,0,1,0,0,1,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
310,1,0,0.6,1,0.662236301,8,0.418924643,0.311693692,0.641135737,0.822770515,0.658563983,0.432030327,0.773725685,0.62823323,0.06890473,0.519667088,0.305177556,0.413911187,0,1,0,0,1,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
311,1,0,0.6,0,0.45391059,8,0.335232693,0.710895523,0.587556619,0.379865211,0.577374806,0.400444889,0.605354235,0,0.729302332,0.639052016,0.24814428,0.899955147,0,0,0,0,0,0,0,1,0,1,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
312,1,1,0,0,0.533711428,8,0.564755214,0.468948331,0.69209656,0.557893403,0.572710848,0.338516624,0.577036302,0.621055942,0.276718118,0.39172044,0.407133974,0.720906153,0,0,1,0,1,0,1,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
313,0,0,0.2,0,0.46760274,8,0.741462399,0.563625646,0.404819422,0.57520199,0.52688688,0.515008285,0.586405756,0.277739573,0.593791494,0.536479192,0.361102562,0.859619411,0,0,0,1,0,0,1,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
314,1,0,0.7,1,0.270716785,8,0.601926243,1,0.326977348,0.5688752,0.658138789,0.557867352,0.449599258,0.370820169,0.404735669,0.314129977,0.44121003,0.209374401,1,0,0,0,0,0,0,0,0,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
315,0,0,0.6,1,0.572922051,8,0.743158655,0.723586607,0.534626056,0.485624047,0.504953372,0.855069163,0.587375731,0.648117413,0.279096985,0.450009473,0.392359726,0.378559796,0,0,0,0,0,0,1,1,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
316,0,0,0.9,0,0.524713254,8,0.533290829,0.492960189,0.26404972,0.931549645,0.626838738,0.397409294,0.25043503,0.380617071,0.224714086,0.437877985,0.974877148,0.241781662,0,0,1,0,0,0,0,1,1,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
317,0,0,1,0,0.50363233,8,0.733248747,0.555643021,0.559483686,0.225332149,0.512021089,0.594248034,0.555415558,0.172579476,0.346204882,0.437255548,0.324697446,0.310367209,0,1,0,0,0,0,0,1,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
318,0,0,0.6,1,0.449721616,8,0.494449151,0.399533456,0.401861737,0.448694689,0.577255922,0.577876779,0.827725626,0.772053157,0.42330359,0.551303843,0,0.901957509,0,0,0,1,0,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
319,0,0,1,1,0.433089779,8,0.653993962,0.590150537,0.574455099,0.536039436,0.702208873,0.615362796,0.586305706,0.016177787,0.43145606,0.457919131,0.79359669,0.407709055,1,0,0,0,0,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
320,0,0,0.1,0,0.334715303,8,0.643186191,0.804545199,0.516459843,0.524136647,0.544049009,0.471452961,0.800095696,0.628641957,0.400966646,0.807065467,0.4729349,0.507346344,0,0,0,0,0,0,0,1,1,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
321,1,0,0.6,1,0.213523524,8,0.325467756,0.477032037,0.775990975,0.37844177,0.461373704,0.746997715,0.7488111,0.846508867,0.615858151,0.351373459,0.676567316,0.390308049,0,0,0,0,0,1,0,0,0,0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
322,1,0,1,1,0.28534147,8,0.508249592,0.716036341,0.495853224,0.604584037,0.589543419,0.645119629,0.455791974,0.172850958,0.518399822,0.662019527,0.398070534,0.67325691,0,1,1,1,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
323,1,1,0.1,0,0.202516764,8,0.357355482,0.688004374,0.473736915,0.594774977,0.469001308,0.525594904,0.693816324,0.158913615,0.420640793,0.480289955,0.783312153,0.946916804,0,0,0,1,0,0,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
324,0,1,0.9,0,0.377491485,8,0.589494744,0.673732014,0.25405476,0.402965079,0.931120085,0.593614642,0.43786112,0.649945631,0.665303232,0.122637396,0.428125584,0.66675458,0,0,0,1,0,0,1,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
325,0,0,0.4,0,0.386728809,8,0.670793375,0.584886563,0.328411522,0.710377076,0.396048567,0.509859586,0.833995684,0.621634757,0.981508578,0.719434659,0.659764881,1,0,0,0,0,0,0,0,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
326,0,0,0.7,1,0.381578572,8,0.726012172,0.352840529,0.354574479,0.376843845,0.711779486,0.174097998,0.544980206,0.460347327,0.779748862,0.40581285,0.579755745,0.412283252,0,0,0,1,0,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
327,0,1,0.1,0,0.277366407,8,0.573261318,0.682538036,0.130019388,0.614164004,0.703986188,0.67513572,0.840884436,0.624366585,0.300939214,0.632749108,0.682914415,0,0,0,0,0,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
328,0,0,0.9,0,0.485210405,8,0.61212146,0.484942204,0.758156337,0.738789196,0.579742907,0.796427465,0.510673807,0.478783562,0.537332002,0.499308844,0.580294748,0.708023104,1,0,0,1,0,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
329,0,0,0.4,0,0.23269711,8,0.584534443,0.464812474,0.5559561,0.738057642,0.521716345,0.645847021,0.370877778,0.712974217,0.331363008,0.786389411,0.694832316,0.411927417,0,0,1,0,0,0,1,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
330,0,0,0.3,0,0.426754589,8,0.368781098,0.492973613,0.405561982,0.691991355,0.80162748,0.86988258,0.684763199,0.418598584,0.733491858,0.053822125,0.907080913,0.776528348,1,0,0,0,0,1,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
331,1,0,0.3,1,0.384855312,8,0.570059607,0.594690238,0.645624206,0.352628192,0.680017901,0.762821922,0.488533776,0.142552271,0.66497409,0.675541679,0.633528843,0.469974293,0,0,0,0,0,0,0,0,0,1,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
332,1,0,0,0,0.454230131,8,0.539840554,0.704250196,0.640546698,0.592310465,0.610793422,0.634964747,0.764314561,0.529627584,0.758313303,0.530605673,0.31219451,0.867654925,0,1,1,0,0,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
333,1,0,0.7,0,0.464150031,8,0.284743385,0.819954963,0.361610207,0.378334795,0.86954281,0.430632727,0.581295609,0.244165224,0.554217428,0.511975957,0.578514637,0.836276731,0,0,0,0,0,1,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
334,0,1,0.3,0,0.403396409,8,0.917723969,0.605651922,0.519543083,0.90960122,0.886396006,0.686265672,0.61065933,0.444277131,0.722647768,0.487974421,0.548242486,0.437782012,0,0,0,1,0,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
335,1,1,0.1,0,0.478526273,8,0.554786354,0.474493367,0.832444717,0.177507335,0.708207165,0.511512285,0.096313052,0.635042356,0.208344885,0.627178514,0.686393301,0.149676867,0,0,0,0,0,1,0,0,1,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
336,0,0,0.3,1,0.412105639,8,0.556984754,0.56885224,0.385090341,0.671765456,0.750384471,0.719702853,0.510001182,0.430789575,0.3945243,0.399467405,0.34190777,0.479692671,0,0,0,0,0,0,1,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
337,0,1,0.2,0,0.067852314,8,0.560641502,0.522586444,0.606881226,0.528037113,0.848227155,0.363803809,0.703561067,0.351790874,0.053447233,0.565239434,0.237613841,0.485495972,0,0,0,0,0,1,0,0,0,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
338,1,0,0,0,0.540977573,8,0.591252129,0.475237477,0.557165359,0.363164919,0.79528482,0.434063059,0.435613321,0.365768307,0.488398634,0.925223903,0.606247674,0.597176779,0,1,0,0,0,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
339,0,0,0,1,0.441538181,8,0.650749094,0.653801593,0.757890073,0.551425749,0.686161785,0.641043457,0.235031408,0.139364533,0.574101551,0.441729498,0.670563786,0.281473823,0,0,1,1,0,0,0,0,0,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
340,0,0,0.4,0,0.533656421,8,0.749276089,0.545586749,0.670748913,0.632541139,0.587494948,0.509324142,0.181832033,0.783316578,0.521412452,0.108353998,0.449740344,1,0,0,0,1,0,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
341,0,0,0.6,1,0.317798398,8,0.522825338,0.44497768,0.680258551,0.577877567,0.836776033,0.64667115,0.277939867,0.294488936,0.716584765,0.676419815,0.758393167,0.602722254,0,1,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
342,1,1,0.1,0,0.466063097,8,0.387769352,0.44648176,0.827766502,0.345994941,0.83974085,0.347065448,0.767269541,0.724217083,0.296427787,0.621278622,0.515406374,0,1,0,0,0,0,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
